"advert_id","reporting_label","theme","is_default","active","start_date","end_date","advert_name","subheadline","subheadline_report","slide_class_1","product_name_1","click_url_1","sticker_image_1","product_image_1","product_description_1","price_offer_1","price_new_1","price_old_1","price_unit_1","product_date_1","slide_class_2","product_name_2","click_url_2","sticker_image_2","product_image_2","product_description_2","price_offer_2","price_new_2","price_old_2","price_unit_2","product_date_2","slide_class_3","click_url_3","cta_1","brand_image_1","brand_image_2"
"","KW40_akcios_kinalat_nagy_01.jpg_KW40_akcios_kinalat_nagy_02.jpg_product","KW3","false","true","2021-10-07","2021-10-13","2021-10-07 2021-10-13","Érvényes: <b>10.07.</b> csütörtöktől <b>10.13.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Háromnegyed zsíros vaj","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/kokardasharomnegyed-zsiros-vaj-10/","hu-HU/sticker/KW40_akcios_kinalat_badge_01.jpg","hu-HU/product/KW40_akcios_kinalat_nagy_01.jpg","1 890 Ft/kg","-24<span style='font-size:14px'>%</span>","189","249Ft","Ft/darab","2021.10.07"," slide_2_stop","Édesburgonya hasábok","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/natures-golddesburgonya-hasabok-1/","hu-HU/sticker/KW40_akcios_kinalat_badge_02.jpg","hu-HU/product/KW40_akcios_kinalat_nagy_02.jpg","1 131,11 Ft/kg","-19<span style='font-size:14px'>%</span>","509","629Ft","Ft/csomag","2021.10.07"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
"","KW40_akcios_kinalat_nagy_02.jpg_KW40_akcios_kinalat_nagy_03.jpg_product","KW3","false","true","2021-10-07","2021-10-13","2021-10-07 2021-10-13","Érvényes: <b>10.07.</b> csütörtöktől <b>10.13.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Édesburgonya hasábok","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/natures-golddesburgonya-hasabok-1/","hu-HU/sticker/KW40_akcios_kinalat_badge_02.jpg","hu-HU/product/KW40_akcios_kinalat_nagy_02.jpg","1 131,11 Ft/kg","-19<span style='font-size:14px'>%</span>","509","629Ft","Ft/csomag","2021.10.07"," slide_2_stop","Macskaeledel","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/macskaeledel-36/","","hu-HU/product/KW40_akcios_kinalat_nagy_03.jpg","238,55 Ft/kg","-33<span style='font-size:14px'>%</span>","99","149Ft","Ft/doboz","2021.10.07"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
"","KW40_akcios_kinalat_nagy_03.jpg_KW40_akcios_kinalat_nagy_04.jpg_product","KW3","false","true","2021-10-07","2021-10-13","2021-10-07 2021-10-13","Érvényes: <b>10.07.</b> csütörtöktől <b>10.13.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Macskaeledel","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/macskaeledel-36/","","hu-HU/product/KW40_akcios_kinalat_nagy_03.jpg","238,55 Ft/kg","-33<span style='font-size:14px'>%</span>","99","149Ft","Ft/doboz","2021.10.07"," slide_2_stop","Sertéstarja","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/husmestersertstarja-15/","hu-HU/sticker/KW40_akcios_kinalat_badge_04.jpg","hu-HU/product/KW40_akcios_kinalat_nagy_04.jpg","1 349 Ft/kg","-300Ft","1349","1649Ft","Ft/kg","2021.10.07"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
"","KW40_akcios_kinalat_nagy_04.jpg_KW40_akcios_kinalat_nagy_06.jpg_product","KW3","false","true","2021-10-07","2021-10-13","2021-10-07 2021-10-13","Érvényes: <b>10.07.</b> csütörtöktől <b>10.13.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Sertéstarja","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/husmestersertstarja-15/","hu-HU/sticker/KW40_akcios_kinalat_badge_04.jpg","hu-HU/product/KW40_akcios_kinalat_nagy_04.jpg","1 349 Ft/kg","-300Ft","1349","1649Ft","Ft/kg","2021.10.07"," slide_2_stop","Sütőtök","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/suetotoek-21/","","hu-HU/product/KW40_akcios_kinalat_nagy_06.jpg","229 Ft/kg","-42<span style='font-size:14px'>%</span>","229","399Ft","Ft/kg","2021.10.07"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
"","KW40_akcios_kinalat_nagy_06.jpg_KW40_akcios_kinalat_nagy_07.jpg_product","KW3","false","true","2021-10-07","2021-10-13","2021-10-07 2021-10-13","Érvényes: <b>10.07.</b> csütörtöktől <b>10.13.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Sütőtök","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/suetotoek-21/","","hu-HU/product/KW40_akcios_kinalat_nagy_06.jpg","229 Ft/kg","-42<span style='font-size:14px'>%</span>","229","399Ft","Ft/kg","2021.10.07"," slide_2_stop","Darált sertéshús","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/husmesterdaralt-sertshus-23/","hu-HU/sticker/KW40_akcios_kinalat_badge_07.jpg","hu-HU/product/KW40_akcios_kinalat_nagy_07.jpg","1 398 Ft/kg","-19<span style='font-size:14px'>%</span>","699","869Ft","Ft/kg","2021.10.07"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
"","KW40_akcios_kinalat_nagy_07.jpg_KW40_akcios_kinalat_nagy_08.jpg_product","KW3","false","true","2021-10-07","2021-10-13","2021-10-07 2021-10-13","Érvényes: <b>10.07.</b> csütörtöktől <b>10.13.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Darált sertéshús","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/husmesterdaralt-sertshus-23/","hu-HU/sticker/KW40_akcios_kinalat_badge_07.jpg","hu-HU/product/KW40_akcios_kinalat_nagy_07.jpg","1 398 Ft/kg","-19<span style='font-size:14px'>%</span>","699","869Ft","Ft/kg","2021.10.07"," slide_2_stop","Nosztalgiakifli","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/azon-melegbennosztalgiakifli-8/","hu-HU/sticker/KW40_akcios_kinalat_badge_08.jpg","hu-HU/product/KW40_akcios_kinalat_nagy_08.jpg","694,12 Ft/kg","-33<span style='font-size:14px'>%</span>","59","89Ft","Ft/darab","2021.10.07"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
"","KW40_akcios_kinalat_nagy_08.jpg_KW40_akcios_kinalat_nagy_09.jpg_product","KW3","false","true","2021-10-07","2021-10-13","2021-10-07 2021-10-13","Érvényes: <b>10.07.</b> csütörtöktől <b>10.13.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Nosztalgiakifli","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/azon-melegbennosztalgiakifli-8/","hu-HU/sticker/KW40_akcios_kinalat_badge_08.jpg","hu-HU/product/KW40_akcios_kinalat_nagy_08.jpg","694,12 Ft/kg","-33<span style='font-size:14px'>%</span>","59","89Ft","Ft/darab","2021.10.07"," slide_2_stop","Csirkemellfilé","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/husmestercsirkemellfil-47/","hu-HU/sticker/KW40_akcios_kinalat_badge_09.jpg","hu-HU/product/KW40_akcios_kinalat_nagy_09.jpg","1 598 Ft/kg","-200Ft","799","999Ft","Ft/tálca","2021.10.07"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
"","KW40_akcios_kinalat_nagy_09.jpg_KW40_akcios_kinalat_nagy_10.jpg_product","KW3","false","true","2021-10-07","2021-10-13","2021-10-07 2021-10-13","Érvényes: <b>10.07.</b> csütörtöktől <b>10.13.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Csirkemellfilé","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/husmestercsirkemellfil-47/","hu-HU/sticker/KW40_akcios_kinalat_badge_09.jpg","hu-HU/product/KW40_akcios_kinalat_nagy_09.jpg","1 598 Ft/kg","-200Ft","799","999Ft","Ft/tálca","2021.10.07"," slide_2_stop","König Ludwig cipó","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/azon-melegbenkoenig-ludwig-cipo-9/","hu-HU/sticker/KW40_akcios_kinalat_badge_10.jpg","hu-HU/product/KW40_akcios_kinalat_nagy_10.jpg","747,50 Ft/kg","-200Ft","299","499Ft","Ft/darab","2021.10.07"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
"","KW40_akcios_kinalat_nagy_10.jpg_KW40_akcios_kinalat_nagy_11.jpg_product","KW3","false","true","2021-10-07","2021-10-13","2021-10-07 2021-10-13","Érvényes: <b>10.07.</b> csütörtöktől <b>10.13.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","König Ludwig cipó","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/azon-melegbenkoenig-ludwig-cipo-9/","hu-HU/sticker/KW40_akcios_kinalat_badge_10.jpg","hu-HU/product/KW40_akcios_kinalat_nagy_10.jpg","747,50 Ft/kg","-200Ft","299","499Ft","Ft/darab","2021.10.07"," slide_2_stop","Bécsi virsli vagy koktél bécsi virsli","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/bcsi-virsli-vagy-koktl-bcsi-virsli-23/","hu-HU/sticker/KW40_akcios_kinalat_badge_11.jpg","hu-HU/product/KW40_akcios_kinalat_nagy_11.jpg","1 747,50 Ft/kg","-400Ft","699","1099Ft","Ft/csomag","2021.10.07"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
"","KW40_akcios_kinalat_nagy_11.jpg_KW40_akcios_kinalat_nagy_12.jpg_product","KW3","false","true","2021-10-07","2021-10-13","2021-10-07 2021-10-13","Érvényes: <b>10.07.</b> csütörtöktől <b>10.13.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Bécsi virsli vagy koktél bécsi virsli","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/bcsi-virsli-vagy-koktl-bcsi-virsli-23/","hu-HU/sticker/KW40_akcios_kinalat_badge_11.jpg","hu-HU/product/KW40_akcios_kinalat_nagy_11.jpg","1 747,50 Ft/kg","-400Ft","699","1099Ft","Ft/csomag","2021.10.07"," slide_2_stop","Ömlesztett cikkelyes sajt","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/kokardasoemlesztett-cikkelyes-sajt-11/","hu-HU/sticker/KW40_akcios_kinalat_badge_12.jpg","hu-HU/product/KW40_akcios_kinalat_nagy_12.jpg","1 135,71 Ft/kg","-20<span style='font-size:14px'>%</span>","159","199Ft","Ft/doboz","2021.10.07"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
