"advert_id","reporting_label","theme","is_default","active","start_date","end_date","advert_name","subheadline","subheadline_report","slide_class_1","product_name_1","click_url_1","sticker_image_1","product_image_1","product_description_1","price_offer_1","price_new_1","price_old_1","price_unit_1","product_date_1","slide_class_2","product_name_2","click_url_2","sticker_image_2","product_image_2","product_description_2","price_offer_2","price_new_2","price_old_2","price_unit_2","product_date_2","slide_class_3","click_url_3","cta_1","brand_image_1","brand_image_2"
"","KW37_akcios_kinalat_nagy_01.jpg_KW37_akcios_kinalat_nagy_02.jpg_product","KW3","false","true","2021-09-16","2021-09-22","2021-09-16 2021-09-22","Érvényes: <b>09.16.</b> csütörtöktől <b>09.22.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Prémium jégkrém","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/grandessaprmium-jgkrm-13/","hu-HU/sticker/KW37_akcios_kinalat_badge_01.jpg","hu-HU/product/KW37_akcios_kinalat_nagy_01.jpg","699 Ft/l","-200Ft","699","899Ft","Ft/doboz","2021.09.16"," slide_2_stop","Sertéslapocka","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/husmestersertslapocka-7/","hu-HU/sticker/KW37_akcios_kinalat_badge_02.jpg","hu-HU/product/KW37_akcios_kinalat_nagy_02.jpg","1 099 Ft/kg","-200Ft","1099","1299Ft","Ft/kg","2021.09.16"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
"","KW37_akcios_kinalat_nagy_02.jpg_KW37_akcios_kinalat_nagy_03.jpg_product","KW3","false","true","2021-09-16","2021-09-22","2021-09-16 2021-09-22","Érvényes: <b>09.16.</b> csütörtöktől <b>09.22.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Sertéslapocka","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/husmestersertslapocka-7/","hu-HU/sticker/KW37_akcios_kinalat_badge_02.jpg","hu-HU/product/KW37_akcios_kinalat_nagy_02.jpg","1 099 Ft/kg","-200Ft","1099","1299Ft","Ft/kg","2021.09.16"," slide_2_stop","Meggynektár","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/happy-fruitsmeggynektar-21/","hu-HU/sticker/KW37_akcios_kinalat_badge_03.jpg","hu-HU/product/KW37_akcios_kinalat_nagy_03.jpg","309 Ft/l","-22<span style='font-size:14px'>%</span>","309","399Ft","Ft/doboz","2021.09.16"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
"","KW37_akcios_kinalat_nagy_03.jpg_KW37_akcios_kinalat_nagy_04.jpg_product","KW3","false","true","2021-09-16","2021-09-22","2021-09-16 2021-09-22","Érvényes: <b>09.16.</b> csütörtöktől <b>09.22.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Meggynektár","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/happy-fruitsmeggynektar-21/","hu-HU/sticker/KW37_akcios_kinalat_badge_03.jpg","hu-HU/product/KW37_akcios_kinalat_nagy_03.jpg","309 Ft/l","-22<span style='font-size:14px'>%</span>","309","399Ft","Ft/doboz","2021.09.16"," slide_2_stop","Zöldborsó","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/natures-goldzoeldborso-4/","hu-HU/sticker/KW37_akcios_kinalat_badge_04.jpg","hu-HU/product/KW37_akcios_kinalat_nagy_04.jpg","553,33 Ft/kg (töltőtömeg)","-34<span style='font-size:14px'>%</span>","249","379Ft","Ft/üveg","2021.09.16"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
"","KW37_akcios_kinalat_nagy_04.jpg_KW37_akcios_kinalat_nagy_05.jpg_product","KW3","false","true","2021-09-16","2021-09-22","2021-09-16 2021-09-22","Érvényes: <b>09.16.</b> csütörtöktől <b>09.22.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Zöldborsó","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/natures-goldzoeldborso-4/","hu-HU/sticker/KW37_akcios_kinalat_badge_04.jpg","hu-HU/product/KW37_akcios_kinalat_nagy_04.jpg","553,33 Ft/kg (töltőtömeg)","-34<span style='font-size:14px'>%</span>","249","379Ft","Ft/üveg","2021.09.16"," slide_2_stop","Mandula","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/happy-harvestmandula-30/","hu-HU/sticker/KW37_akcios_kinalat_badge_05.jpg","hu-HU/product/KW37_akcios_kinalat_nagy_05.jpg","29,90 Ft/dkg","-36<span style='font-size:14px'>%</span>","29","46Ft","Ft/dkg","2021.09.16"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
"","KW37_akcios_kinalat_nagy_05.jpg_KW37_akcios_kinalat_nagy_06.jpg_product","KW3","false","true","2021-09-16","2021-09-22","2021-09-16 2021-09-22","Érvényes: <b>09.16.</b> csütörtöktől <b>09.22.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Mandula","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/happy-harvestmandula-30/","hu-HU/sticker/KW37_akcios_kinalat_badge_05.jpg","hu-HU/product/KW37_akcios_kinalat_nagy_05.jpg","29,90 Ft/dkg","-36<span style='font-size:14px'>%</span>","29","46Ft","Ft/dkg","2021.09.16"," slide_2_stop","Grillcsirke","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/husmestergrillcsirke-11/","hu-HU/sticker/KW37_akcios_kinalat_badge_06.jpg","hu-HU/product/KW37_akcios_kinalat_nagy_06.jpg","539 Ft/kg","","539","599Ft","Ft/kg","2021.09.16"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
"","KW37_akcios_kinalat_nagy_06.jpg_KW37_akcios_kinalat_nagy_07.jpg_product","KW3","false","true","2021-09-16","2021-09-22","2021-09-16 2021-09-22","Érvényes: <b>09.16.</b> csütörtöktől <b>09.22.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Grillcsirke","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/husmestergrillcsirke-11/","hu-HU/sticker/KW37_akcios_kinalat_badge_06.jpg","hu-HU/product/KW37_akcios_kinalat_nagy_06.jpg","539 Ft/kg","","539","599Ft","Ft/kg","2021.09.16"," slide_2_stop","Sajtkrémes rúd","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/azon-melegbensajtkrmes-rud-8/","hu-HU/sticker/KW37_akcios_kinalat_badge_07.jpg","hu-HU/product/KW37_akcios_kinalat_nagy_07.jpg","877,78 Ft/kg","-33<span style='font-size:14px'>%</span>","79","119Ft","Ft/darab","2021.09.16"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
"","KW37_akcios_kinalat_nagy_07.jpg_KW37_akcios_kinalat_nagy_08.jpg_product","KW3","false","true","2021-09-16","2021-09-22","2021-09-16 2021-09-22","Érvényes: <b>09.16.</b> csütörtöktől <b>09.22.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Sajtkrémes rúd","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/azon-melegbensajtkrmes-rud-8/","hu-HU/sticker/KW37_akcios_kinalat_badge_07.jpg","hu-HU/product/KW37_akcios_kinalat_nagy_07.jpg","877,78 Ft/kg","-33<span style='font-size:14px'>%</span>","79","119Ft","Ft/darab","2021.09.16"," slide_2_stop","Sertés darált hús","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/pickserts-daralt-hus-2/","hu-HU/sticker/KW37_akcios_kinalat_badge_08.jpg","hu-HU/product/KW37_akcios_kinalat_nagy_08.jpg","1 281,67 Ft/kg","-23<span style='font-size:14px'>%</span>","769","999Ft","Ft/tálca","2021.09.16"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
"","KW37_akcios_kinalat_nagy_08.jpg_KW37_akcios_kinalat_nagy_09.jpg_product","KW3","false","true","2021-09-16","2021-09-22","2021-09-16 2021-09-22","Érvényes: <b>09.16.</b> csütörtöktől <b>09.22.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Sertés darált hús","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/pickserts-daralt-hus-2/","hu-HU/sticker/KW37_akcios_kinalat_badge_08.jpg","hu-HU/product/KW37_akcios_kinalat_nagy_08.jpg","1 281,67 Ft/kg","-23<span style='font-size:14px'>%</span>","769","999Ft","Ft/tálca","2021.09.16"," slide_2_stop","Kemencés sokmagvas vekni","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/azon-melegbenkemencs-sokmagvas-vekni-13/","hu-HU/sticker/KW37_akcios_kinalat_badge_09.jpg","hu-HU/product/KW37_akcios_kinalat_nagy_09.jpg","590,12 Ft/kg","-20<span style='font-size:14px'>%</span>","239","299Ft","Ft/darab","2021.09.16"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
"","KW37_akcios_kinalat_nagy_09.jpg_KW37_akcios_kinalat_nagy_10.jpg_product","KW3","false","true","2021-09-16","2021-09-22","2021-09-16 2021-09-22","Érvényes: <b>09.16.</b> csütörtöktől <b>09.22.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Kemencés sokmagvas vekni","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/azon-melegbenkemencs-sokmagvas-vekni-13/","hu-HU/sticker/KW37_akcios_kinalat_badge_09.jpg","hu-HU/product/KW37_akcios_kinalat_nagy_09.jpg","590,12 Ft/kg","-20<span style='font-size:14px'>%</span>","239","299Ft","Ft/darab","2021.09.16"," slide_2_stop","Sütni való kolbász","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/suetni-valo-kolbasz-3/","","hu-HU/product/KW37_akcios_kinalat_nagy_10.jpg","1 545,24 Ft/kg","-27<span style='font-size:14px'>%</span>","649","899Ft","Ft/csomag","2021.09.16"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
"","KW37_akcios_kinalat_nagy_10.jpg_KW37_akcios_kinalat_nagy_11.jpg_product","KW3","false","true","2021-09-16","2021-09-22","2021-09-16 2021-09-22","Érvényes: <b>09.16.</b> csütörtöktől <b>09.22.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Sütni való kolbász","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/suetni-valo-kolbasz-3/","","hu-HU/product/KW37_akcios_kinalat_nagy_10.jpg","1 545,24 Ft/kg","-27<span style='font-size:14px'>%</span>","649","899Ft","Ft/csomag","2021.09.16"," slide_2_stop","Ementáli sajt","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/reszletes-oldal/ps/p/milfinaementali-sajt-9/","hu-HU/sticker/KW37_akcios_kinalat_badge_11.jpg","hu-HU/product/KW37_akcios_kinalat_nagy_11.jpg","1 872,50 Ft/kg","-16<span style='font-size:14px'>%</span>","749","899Ft","Ft/darab","2021.09.16"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/mindig-akcio/","Ajánlatok megtekintése","hu-HU/brand/logo.svg","hu-HU/brand/logo_2.svg"
